"Hong Kong Exchanges and Clearing Limited and/or its subsidiaries endeavour to ensure the"
"accuracy and reliability of the information provided, but do not guarantee its accuracy and"
"reliability and accept no liability (whether in tort or contract or otherwise) for any loss"
"or damage arising from any inaccuracies or omissions."


"STOCK OPTIONS DAILY MARKET REPORT AS AT 22 MAR 2019"


,,,"SUMMARY TRADING VOLUME",,,"SUMMARY OPEN INTEREST"
"HKATS CODE","UNDERLYING STOCK",,"TOTAL","CALLS","PUTS","TOTAL","CALLS","PUTS","IV%*"
MAR19,8.00,C,0.00,0.00,0.00,0.97,-0.13,49,0,0,0
MAR19,8.33,C,0.00,0.00,0.00,0.65,-0.14,41,0,20,0
MAR19,8.67,C,0.00,0.00,0.00,0.38,-0.11,44,0,13,0
MAR19,9.00,C,0.00,0.00,0.00,0.18,-0.09,43,0,500,0
MAR19,9.33,C,0.00,0.00,0.00,0.07,-0.05,43,0,60,0
MAR19,9.67,C,0.00,0.00,0.00,0.03,-0.02,48,0,60,0
MAR19,10.00,C,0.00,0.00,0.00,0.01,-0.01,49,0,113,0
MAR19,10.33,C,0.00,0.00,0.00,0.01,0.00,60,0,136,0
MAR19,10.67,C,0.00,0.00,0.00,0.01,0.00,71,0,90,0
MAR19,11.00,C,0.00,0.00,0.00,0.01,0.00,81,0,52,0
MAR19,11.33,C,0.00,0.00,0.00,0.01,0.00,91,0,552,0
MAR19,11.67,C,0.00,0.00,0.00,0.01,0.00,100,0,45,0
MAR19,12.00,C,0.00,0.00,0.00,0.01,0.00,109,0,1,0
MAR19,12.33,C,0.00,0.00,0.00,0.01,0.00,117,0,0,0
MAR19,12.67,C,0.00,0.00,0.00,0.01,0.00,126,0,15,0
MAR19,13.00,C,0.00,0.00,0.00,0.01,0.00,134,0,0,0
MAR19,13.33,C,0.00,0.00,0.00,0.01,0.00,141,0,500,0
MAR19,14.00,C,0.00,0.00,0.00,0.01,0.00,155,0,0,0
MAR19,14.67,C,0.00,0.00,0.00,0.01,0.00,169,0,55,0
JUN19,6.17,C,0.00,0.00,0.00,2.82,-0.13,35,0,0,0
JUN19,6.33,C,0.00,0.00,0.00,2.66,-0.14,33,0,0,0
JUN19,6.50,C,0.00,0.00,0.00,2.49,-0.14,30,0,0,0
JUN19,6.67,C,0.00,0.00,0.00,2.32,-0.14,27,0,0,0
JUN19,7.00,C,0.00,0.00,0.00,2.01,-0.13,30,0,0,0
JUN19,7.33,C,0.00,0.00,0.00,1.70,-0.13,29,0,0,0
JUN19,7.67,C,0.00,0.00,0.00,1.41,-0.11,30,0,0,0
JUN19,8.00,C,0.00,0.00,0.00,1.14,-0.10,30,0,0,0
JUN19,8.33,C,0.00,0.00,0.00,0.90,-0.09,29,0,0,0
JUN19,8.67,C,0.00,0.00,0.00,0.70,-0.06,30,0,0,0
JUN19,9.00,C,0.00,0.00,0.00,0.54,-0.05,31,0,0,0
JUN19,9.33,C,0.00,0.00,0.00,0.40,-0.04,30,0,0,0
JUN19,9.67,C,0.00,0.00,0.00,0.28,-0.03,30,0,15,0
JUN19,10.00,C,0.00,0.00,0.00,0.20,-0.02,30,0,0,0
JUN19,10.33,C,0.00,0.00,0.00,0.13,-0.02,29,0,2,0
JUN19,10.67,C,0.00,0.00,0.00,0.09,0.00,30,0,0,0
JUN19,11.00,C,0.00,0.00,0.00,0.06,-0.01,30,0,0,0
JUN19,11.33,C,0.00,0.00,0.00,0.04,0.00,30,0,0,0
JUN19,11.67,C,0.00,0.00,0.00,0.02,0.00,29,0,0,0
JUN19,12.00,C,0.00,0.00,0.00,0.01,0.00,28,0,0,0
JUN19,12.33,C,0.00,0.00,0.00,0.01,0.00,30,0,0,0
JUN19,12.67,C,0.00,0.00,0.00,0.01,0.00,32,0,50,0

,,,,,,,"TOTAL CALL",,0,2279,0

MAR19,6.17,P,0.00,0.00,0.00,0.01,0.00,142,0,500,0
MAR19,6.33,P,0.00,0.00,0.00,0.01,0.00,133,0,90,0
MAR19,6.50,P,0.00,0.00,0.00,0.01,0.00,125,0,10,0
MAR19,6.67,P,0.00,0.00,0.00,0.01,0.00,116,0,79,0
MAR19,7.00,P,0.00,0.00,0.00,0.01,0.00,99,0,15,0
MAR19,7.33,P,0.00,0.00,0.00,0.01,0.00,83,0,605,0
MAR19,7.67,P,0.00,0.00,0.00,0.01,0.00,67,0,30,0
MAR19,8.00,P,0.00,0.00,0.00,0.01,0.00,51,0,216,0
MAR19,8.33,P,0.00,0.00,0.00,0.03,+0.01,47,0,136,0
MAR19,8.67,P,0.00,0.00,0.00,0.09,+0.03,45,0,106,0
MAR19,9.00,P,0.00,0.00,0.00,0.23,+0.07,45,0,30,0
MAR19,9.33,P,0.00,0.00,0.00,0.44,+0.09,43,0,31,0
MAR19,9.67,P,0.00,0.00,0.00,0.73,+0.12,44,0,15,0
MAR19,10.00,P,0.00,0.00,0.00,1.04,+0.13,0,0,31,0
MAR19,10.33,P,0.00,0.00,0.00,1.37,+0.14,0,0,0,0
MAR19,10.67,P,0.00,0.00,0.00,1.71,+0.14,0,0,0,0
MAR19,11.00,P,0.00,0.00,0.00,2.04,+0.14,0,0,0,0
MAR19,11.33,P,0.00,0.00,0.00,2.37,+0.14,0,0,0,0
MAR19,11.67,P,0.00,0.00,0.00,2.71,+0.14,0,0,0,0
MAR19,12.00,P,0.00,0.00,0.00,3.04,+0.14,0,0,0,0
MAR19,12.33,P,0.00,0.00,0.00,3.37,+0.14,0,0,0,0
MAR19,12.67,P,0.00,0.00,0.00,3.71,+0.14,0,0,0,0
MAR19,13.00,P,0.00,0.00,0.00,4.04,+0.14,0,0,0,0
MAR19,13.33,P,0.00,0.00,0.00,4.37,+0.14,0,0,1,0
MAR19,14.00,P,0.00,0.00,0.00,5.04,+0.14,0,0,0,0
MAR19,14.67,P,0.00,0.00,0.00,5.71,+0.14,0,0,6,0
JUN19,6.17,P,0.00,0.00,0.00,0.01,0.00,31,0,0,0
JUN19,6.33,P,0.00,0.00,0.00,0.01,0.00,29,0,90,0
JUN19,6.50,P,0.00,0.00,0.00,0.02,+0.01,30,0,150,0
JUN19,6.67,P,0.00,0.00,0.00,0.03,+0.01,31,0,130,0
JUN19,7.00,P,0.00,0.00,0.00,0.05,+0.02,29,0,152,0
JUN19,7.33,P,0.00,0.00,0.00,0.10,+0.03,30,0,90,0
JUN19,7.67,P,0.00,0.00,0.00,0.17,+0.04,29,0,16,0
JUN19,8.00,P,0.00,0.00,0.00,0.27,+0.05,29,0,0,0
JUN19,8.33,P,0.00,0.00,0.00,0.40,+0.08,29,0,2,0
JUN19,8.67,P,0.00,0.00,0.00,0.57,+0.10,29,0,2,0
JUN19,9.00,P,0.00,0.00,0.00,0.78,+0.13,30,0,0,0
JUN19,9.33,P,0.00,0.00,0.00,1.01,+0.12,30,0,0,0
JUN19,9.67,P,0.00,0.00,0.00,1.27,+0.13,30,0,0,0
JUN19,10.00,P,0.00,0.00,0.00,1.54,+0.13,30,0,0,0
JUN19,10.33,P,0.00,0.00,0.00,1.83,+0.14,30,0,0,0
JUN19,10.67,P,0.00,0.00,0.00,2.14,+0.14,30,0,0,0
JUN19,11.00,P,0.00,0.00,0.00,2.45,+0.14,30,0,0,0
JUN19,11.33,P,0.00,0.00,0.00,2.77,+0.14,30,0,0,0
JUN19,11.67,P,0.00,0.00,0.00,3.10,+0.14,31,0,0,0
JUN19,12.00,P,0.00,0.00,0.00,3.42,+0.14,29,0,0,0
JUN19,12.33,P,0.00,0.00,0.00,3.75,+0.14,32,0,0,0
JUN19,12.67,P,0.00,0.00,0.00,4.08,+0.14,24,0,0,0

,,,,,,,"TOTAL PUT",,0,2533,0


"CONTRACT",,,"OPENING PRICE#","DAILY HIGH#","DAILY LOW#","SETTLEMENT PRICE","CHANGE IN SETTLEMENT","IV%","VOLUME","OPEN INTEREST","CHANGE IN OI"
                                                                                            
"CLASS PIC - PICC P&C",,,"CLOSING PRICE HK$    8.96"

MAR19,5.25,C,0.00,0.00,0.00,3.71,-0.14,0,0,0,0
MAR19,5.50,C,0.00,0.00,0.00,3.46,-0.14,0,0,0,0
MAR19,5.75,C,0.00,0.00,0.00,3.21,-0.14,0,0,0,0
MAR19,6.00,C,0.00,0.00,0.00,2.96,-0.14,0,0,0,0
MAR19,6.25,C,0.00,0.00,0.00,2.71,-0.14,0,0,0,0
MAR19,6.50,C,0.00,0.00,0.00,2.46,-0.14,0,0,0,0
MAR19,6.75,C,0.00,0.00,0.00,2.21,-0.14,0,0,0,0
MAR19,7.00,C,0.00,0.00,0.00,1.96,-0.14,0,0,0,0
MAR19,7.25,C,0.00,0.00,0.00,1.71,-0.14,0,0,0,0
MAR19,7.50,C,0.00,0.00,0.00,1.46,-0.14,0,0,15,0
MAR19,7.75,C,0.00,0.00,0.00,1.21,-0.14,0,0,76,0
MAR19,8.00,C,0.00,0.00,0.00,0.97,-0.13,49,0,518,0
MAR19,8.25,C,0.00,0.00,0.00,0.74,-0.12,51,0,303,0
MAR19,8.50,C,0.00,0.00,0.00,0.51,-0.12,44,0,197,0
MAR19,8.75,C,0.00,0.00,0.00,0.33,-0.11,45,0,125,0
MAR19,9.00,C,0.26,0.26,0.13,0.20,-0.07,47,56,426,+22
MAR19,9.25,C,0.16,0.16,0.08,0.11,-0.04,48,8,513,+4
MAR19,9.50,C,0.04,0.04,0.04,0.05,-0.02,47,78,504,-40
MAR19,9.75,C,0.00,0.00,0.00,0.02,-0.02,46,0,339,0
MAR19,10.00,C,0.00,0.00,0.00,0.01,-0.01,49,0,450,0
MAR19,10.50,C,0.00,0.00,0.00,0.01,0.00,66,0,1192,0
MAR19,11.00,C,0.00,0.00,0.00,0.01,0.00,81,0,230,0
MAR19,11.50,C,0.00,0.00,0.00,0.01,0.00,96,0,326,0
MAR19,12.00,C,0.00,0.00,0.00,0.01,0.00,109,0,413,0
MAR19,12.50,C,0.00,0.00,0.00,0.01,0.00,122,0,170,0
MAR19,13.00,C,0.00,0.00,0.00,0.01,0.00,134,0,11,0
MAR19,13.50,C,0.00,0.00,0.00,0.01,0.00,145,0,2,0
MAR19,14.00,C,0.00,0.00,0.00,0.01,0.00,155,0,102,0
MAR19,14.50,C,0.00,0.00,0.00,0.01,0.00,166,0,150,0
APR19,5.50,C,0.00,0.00,0.00,3.47,-0.14,57,0,0,0
APR19,5.75,C,0.00,0.00,0.00,3.22,-0.14,51,0,0,0
APR19,6.00,C,0.00,0.00,0.00,2.97,-0.14,45,0,0,0
APR19,6.25,C,0.00,0.00,0.00,2.72,-0.14,39,0,0,0
APR19,6.50,C,0.00,0.00,0.00,2.47,-0.14,32,0,0,0
APR19,6.75,C,0.00,0.00,0.00,2.22,-0.14,0,0,0,0
APR19,7.00,C,0.00,0.00,0.00,1.97,-0.14,0,0,0,0
APR19,7.25,C,0.00,0.00,0.00,1.73,-0.13,34,0,0,0
APR19,7.50,C,0.00,0.00,0.00,1.49,-0.13,33,0,0,0
APR19,7.75,C,0.00,0.00,0.00,1.26,-0.12,33,0,0,0
APR19,8.00,C,0.00,0.00,0.00,1.04,-0.11,33,0,32,0
APR19,8.25,C,0.00,0.00,0.00,0.84,-0.10,33,0,67,0
APR19,8.50,C,0.00,0.00,0.00,0.64,-0.11,31,0,70,0
APR19,8.75,C,0.00,0.00,0.00,0.49,-0.09,32,0,57,0
APR19,9.00,C,0.35,0.35,0.35,0.36,-0.07,32,30,103,+30
APR19,9.25,C,0.24,0.25,0.23,0.26,-0.06,32,98,219,+98
APR19,9.50,C,0.17,0.18,0.16,0.18,-0.04,32,155,284,+64
APR19,9.75,C,0.00,0.00,0.00,0.12,-0.03,32,0,193,0
APR19,10.00,C,0.09,0.09,0.09,0.08,-0.02,32,2,105,+2
APR19,10.50,C,0.00,0.00,0.00,0.04,0.00,34,0,195,0
APR19,11.00,C,0.00,0.00,0.00,0.02,0.00,36,0,297,0
APR19,11.50,C,0.00,0.00,0.00,0.01,0.00,38,0,129,0
APR19,12.00,C,0.00,0.00,0.00,0.01,0.00,43,0,110,0
APR19,12.50,C,0.00,0.00,0.00,0.01,0.00,48,0,61,0
APR19,13.00,C,0.00,0.00,0.00,0.01,0.00,53,0,20,0
APR19,13.50,C,0.00,0.00,0.00,0.01,0.00,57,0,56,0
APR19,14.00,C,0.00,0.00,0.00,0.01,0.00,61,0,500,0
APR19,14.50,C,0.00,0.00,0.00,0.01,0.00,65,0,500,0
MAY19,5.75,C,0.00,0.00,0.00,3.23,-0.14,43,0,0,0
MAY19,6.00,C,0.00,0.00,0.00,2.98,-0.14,39,0,0,0
MAY19,6.25,C,0.00,0.00,0.00,2.73,-0.14,34,0,0,0
MAY19,6.50,C,0.00,0.00,0.00,2.48,-0.14,30,0,0,0
MAY19,6.75,C,0.00,0.00,0.00,2.24,-0.13,33,0,0,0
MAY19,7.00,C,0.00,0.00,0.00,1.99,-0.14,29,0,0,0
MAY19,7.25,C,0.00,0.00,0.00,1.76,-0.13,32,0,0,0
MAY19,7.50,C,0.00,0.00,0.00,1.53,-0.13,31,0,0,0
MAY19,7.75,C,0.00,0.00,0.00,1.31,-0.13,31,0,0,0
MAY19,8.00,C,0.00,0.00,0.00,1.11,-0.12,31,0,0,0
MAY19,8.25,C,0.00,0.00,0.00,0.93,-0.11,32,0,0,0
MAY19,8.50,C,0.00,0.00,0.00,0.74,-0.12,30,0,0,0
MAY19,8.75,C,0.00,0.00,0.00,0.60,-0.11,30,0,0,0
MAY19,9.00,C,0.00,0.00,0.00,0.47,-0.09,30,0,145,0
MAY19,9.25,C,0.00,0.00,0.00,0.37,-0.08,31,0,243,0
MAY19,9.50,C,0.27,0.27,0.27,0.28,-0.08,31,5,44,+5
MAY19,9.75,C,0.21,0.21,0.21,0.23,-0.05,32,5,69,+5
MAY19,10.00,C,0.17,0.17,0.16,0.17,-0.04,32,39,50,-33
MAY19,10.50,C,0.11,0.11,0.11,0.09,-0.03,32,12,80,-7
MAY19,11.00,C,0.00,0.00,0.00,0.05,-0.01,32,0,50,0
MAY19,11.50,C,0.00,0.00,0.00,0.03,0.00,34,0,210,0
MAY19,12.00,C,0.00,0.00,0.00,0.01,-0.01,32,0,76,0
MAY19,12.50,C,0.00,0.00,0.00,0.01,0.00,35,0,0,0
MAY19,13.00,C,0.00,0.00,0.00,0.01,0.00,39,0,0,0
MAY19,13.50,C,0.00,0.00,0.00,0.01,0.00,42,0,17,0
MAY19,14.00,C,0.00,0.00,0.00,0.01,0.00,45,0,39,0
MAY19,14.50,C,0.00,0.00,0.00,0.01,0.00,48,0,2,0
JUN19,5.25,C,0.00,0.00,0.00,3.73,-0.14,28,0,0,0
JUN19,5.50,C,0.00,0.00,0.00,3.48,-0.14,0,0,0,0
JUN19,5.75,C,0.00,0.00,0.00,3.23,-0.14,0,0,0,0
JUN19,6.00,C,0.00,0.00,0.00,2.98,-0.14,0,0,0,0
JUN19,6.25,C,0.00,0.00,0.00,2.74,-0.14,34,0,0,0
JUN19,6.50,C,0.00,0.00,0.00,2.49,-0.14,30,0,0,0
JUN19,6.75,C,0.00,0.00,0.00,2.24,-0.14,26,0,0,0
JUN19,7.00,C,0.00,0.00,0.00,2.00,-0.14,27,0,3,0
JUN19,7.25,C,0.00,0.00,0.00,1.77,-0.13,29,0,0,0
JUN19,7.50,C,0.00,0.00,0.00,1.54,-0.13,28,0,0,0
JUN19,7.75,C,0.00,0.00,0.00,1.32,-0.13,28,0,0,0
JUN19,8.00,C,0.00,0.00,0.00,1.12,-0.12,28,0,0,0
JUN19,8.25,C,0.00,0.00,0.00,0.94,-0.11,28,0,30,0
JUN19,8.50,C,0.00,0.00,0.00,0.79,-0.08,29,0,0,0
JUN19,8.75,C,0.00,0.00,0.00,0.64,-0.10,29,0,64,0
JUN19,9.00,C,0.00,0.00,0.00,0.51,-0.09,29,0,49,0
JUN19,9.25,C,0.00,0.00,0.00,0.40,-0.07,29,0,5,0
JUN19,9.50,C,0.00,0.00,0.00,0.31,-0.06,29,0,88,0
JUN19,9.75,C,0.00,0.00,0.00,0.24,-0.05,29,0,16,0
JUN19,10.00,C,0.00,0.00,0.00,0.18,-0.04,29,0,448,0
JUN19,10.50,C,0.00,0.00,0.00,0.10,-0.03,29,0,93,0
JUN19,11.00,C,0.00,0.00,0.00,0.05,-0.02,28,0,8,0
JUN19,11.50,C,0.00,0.00,0.00,0.03,-0.01,30,0,41,0
JUN19,12.00,C,0.00,0.00,0.00,0.02,0.00,31,0,30,0
JUN19,12.50,C,0.00,0.00,0.00,0.01,0.00,31,0,60,0
JUN19,13.00,C,0.00,0.00,0.00,0.01,0.00,34,0,0,0
JUN19,13.50,C,0.00,0.00,0.00,0.01,0.00,37,0,15,0
JUN19,14.00,C,0.00,0.00,0.00,0.01,0.00,40,0,0,0
JUN19,14.50,C,0.00,0.00,0.00,0.01,0.00,43,0,1,0
SEP19,5.25,C,0.00,0.00,0.00,3.73,-0.14,0,0,0,0
SEP19,5.50,C,0.00,0.00,0.00,3.48,-0.14,0,0,0,0
SEP19,5.75,C,0.00,0.00,0.00,3.23,-0.14,0,0,0,0
SEP19,6.00,C,0.00,0.00,0.00,2.99,-0.13,35,0,0,0
SEP19,6.25,C,0.00,0.00,0.00,2.74,-0.14,31,0,0,0
SEP19,6.50,C,0.00,0.00,0.00,2.50,-0.13,32,0,0,0
SEP19,6.75,C,0.00,0.00,0.00,2.26,-0.13,31,0,0,0
SEP19,7.00,C,0.00,0.00,0.00,2.03,-0.13,31,0,0,0
SEP19,7.25,C,0.00,0.00,0.00,1.81,-0.13,31,0,0,0
SEP19,7.50,C,0.00,0.00,0.00,1.60,-0.12,31,0,0,0
SEP19,7.75,C,0.00,0.00,0.00,1.40,-0.12,31,0,0,0
SEP19,8.00,C,0.00,0.00,0.00,1.22,-0.11,31,0,37,0
SEP19,8.25,C,0.00,0.00,0.00,1.06,-0.10,31,0,32,0
SEP19,8.50,C,0.00,0.00,0.00,0.91,-0.09,31,0,17,0
SEP19,8.75,C,0.00,0.00,0.00,0.80,-0.06,32,0,10,0
SEP19,9.00,C,0.00,0.00,0.00,0.68,-0.08,32,0,0,0
SEP19,9.25,C,0.00,0.00,0.00,0.57,-0.07,31,0,19,0
SEP19,9.50,C,0.00,0.00,0.00,0.48,-0.06,31,0,5,0
SEP19,9.75,C,0.00,0.00,0.00,0.40,-0.06,31,0,19,0
SEP19,10.00,C,0.00,0.00,0.00,0.34,-0.05,31,0,57,0
SEP19,10.50,C,0.00,0.00,0.00,0.23,-0.04,31,0,135,0
SEP19,11.00,C,0.00,0.00,0.00,0.16,-0.02,31,0,94,0
SEP19,11.50,C,0.00,0.00,0.00,0.11,-0.02,31,0,97,0
SEP19,12.00,C,0.00,0.00,0.00,0.07,-0.02,31,0,90,0
SEP19,12.50,C,0.00,0.00,0.00,0.05,-0.01,31,0,15,0
SEP19,13.00,C,0.00,0.00,0.00,0.03,-0.01,31,0,15,0
SEP19,13.50,C,0.00,0.00,0.00,0.02,-0.01,31,0,0,0
SEP19,14.00,C,0.00,0.00,0.00,0.01,-0.01,30,0,0,0
SEP19,14.50,C,0.00,0.00,0.00,0.01,0.00,31,0,0,0
DEC19,5.50,C,0.00,0.00,0.00,3.48,-0.14,0,0,0,0
DEC19,5.75,C,0.00,0.00,0.00,3.23,-0.14,0,0,0,0
DEC19,6.00,C,0.00,0.00,0.00,2.99,-0.14,31,0,0,0
DEC19,6.25,C,0.00,0.00,0.00,2.75,-0.13,32,0,0,0
DEC19,6.50,C,0.00,0.00,0.00,2.51,-0.14,31,0,0,0
DEC19,6.75,C,0.00,0.00,0.00,2.28,-0.13,31,0,0,0
DEC19,7.00,C,0.00,0.00,0.00,2.06,-0.13,31,0,0,0
DEC19,7.25,C,0.00,0.00,0.00,1.86,-0.12,31,0,0,0
DEC19,7.50,C,0.00,0.00,0.00,1.66,-0.12,31,0,0,0
DEC19,7.75,C,0.00,0.00,0.00,1.48,-0.12,31,0,0,0
DEC19,8.00,C,0.00,0.00,0.00,1.32,-0.11,31,0,0,0
DEC19,8.25,C,0.00,0.00,0.00,1.17,-0.10,31,0,0,0
DEC19,8.50,C,0.00,0.00,0.00,1.04,-0.09,31,0,0,0
DEC19,8.75,C,0.00,0.00,0.00,0.95,-0.05,32,0,0,0
DEC19,9.00,C,0.00,0.00,0.00,0.83,-0.09,32,0,9,0
DEC19,9.25,C,0.00,0.00,0.00,0.74,-0.07,32,0,19,0
DEC19,9.50,C,0.00,0.00,0.00,0.65,-0.07,32,0,2,0
DEC19,9.75,C,0.00,0.00,0.00,0.57,-0.06,32,0,0,0
DEC19,10.00,C,0.00,0.00,0.00,0.50,-0.06,32,0,0,0
DEC19,10.50,C,0.00,0.00,0.00,0.37,-0.06,31,0,1,0
DEC19,11.00,C,0.00,0.00,0.00,0.28,-0.04,31,0,0,0
DEC19,11.50,C,0.00,0.00,0.00,0.21,-0.03,31,0,1,0
DEC19,12.00,C,0.00,0.00,0.00,0.16,-0.02,31,0,0,0
DEC19,12.50,C,0.00,0.00,0.00,0.12,-0.02,31,0,0,0
DEC19,13.00,C,0.00,0.00,0.00,0.09,-0.01,31,0,0,0
DEC19,13.50,C,0.00,0.00,0.00,0.07,-0.01,31,0,0,0
DEC19,14.00,C,0.00,0.00,0.00,0.05,-0.01,31,0,0,0
DEC19,14.50,C,0.00,0.00,0.00,0.04,0.00,32,0,0,0
MAR20,6.50,C,0.00,0.00,0.00,2.54,-0.13,32,0,0,0
MAR20,6.75,C,0.00,0.00,0.00,2.32,-0.13,31,0,0,0
MAR20,7.00,C,0.00,0.00,0.00,2.12,-0.12,32,0,0,0
MAR20,7.25,C,0.00,0.00,0.00,1.93,-0.12,32,0,0,0
MAR20,7.50,C,0.00,0.00,0.00,1.75,-0.12,31,0,0,0
MAR20,7.75,C,0.00,0.00,0.00,1.60,-0.10,32,0,0,0
MAR20,8.00,C,0.00,0.00,0.00,1.45,-0.09,32,0,0,0
MAR20,8.25,C,0.00,0.00,0.00,1.31,-0.09,32,0,0,0
MAR20,8.50,C,0.00,0.00,0.00,1.19,-0.08,32,0,0,0
MAR20,8.75,C,0.00,0.00,0.00,1.11,-0.08,33,0,0,0
MAR20,9.00,C,0.00,0.00,0.00,1.00,-0.08,32,0,0,0
MAR20,9.25,C,0.00,0.00,0.00,0.91,-0.06,33,0,0,0
MAR20,9.50,C,0.00,0.00,0.00,0.82,-0.06,32,0,0,0
MAR20,9.75,C,0.00,0.00,0.00,0.74,-0.05,32,0,0,0
MAR20,10.00,C,0.00,0.00,0.00,0.67,-0.05,32,0,0,0
MAR20,10.50,C,0.00,0.00,0.00,0.52,-0.06,32,0,0,0
MAR20,11.00,C,0.00,0.00,0.00,0.42,-0.04,32,0,0,0
MAR20,11.50,C,0.00,0.00,0.00,0.34,-0.03,32,0,1,0
MAR20,12.00,C,0.00,0.00,0.00,0.27,-0.02,32,0,0,0
MAR20,12.50,C,0.00,0.00,0.00,0.22,-0.02,32,0,1,0
MAR20,13.00,C,0.00,0.00,0.00,0.17,-0.02,31,0,0,0
MAR20,13.50,C,0.00,0.00,0.00,0.14,-0.01,32,0,0,0
MAR20,14.00,C,0.00,0.00,0.00,0.11,-0.01,32,0,0,0

,,,,,,,"TOTAL CALL",,488,11712,+150

MAR19,5.25,P,0.00,0.00,0.00,0.01,0.00,195,0,0,0
MAR19,5.50,P,0.00,0.00,0.00,0.01,0.00,180,0,50,0
MAR19,5.75,P,0.00,0.00,0.00,0.01,0.00,165,0,180,0
MAR19,6.00,P,0.00,0.00,0.00,0.01,0.00,151,0,166,0
MAR19,6.25,P,0.00,0.00,0.00,0.01,0.00,138,0,110,0
MAR19,6.50,P,0.00,0.00,0.00,0.01,0.00,125,0,366,0
MAR19,6.75,P,0.00,0.00,0.00,0.01,0.00,112,0,292,0
MAR19,7.00,P,0.00,0.00,0.00,0.01,0.00,99,0,475,0
MAR19,7.25,P,0.00,0.00,0.00,0.01,0.00,87,0,329,0
MAR19,7.50,P,0.00,0.00,0.00,0.01,0.00,75,0,500,0
MAR19,7.75,P,0.00,0.00,0.00,0.01,0.00,63,0,889,0
MAR19,8.00,P,0.01,0.01,0.01,0.01,0.00,51,55,1940,+55
MAR19,8.25,P,0.02,0.04,0.02,0.03,+0.02,52,613,958,+73
MAR19,8.50,P,0.04,0.06,0.04,0.06,+0.02,48,295,534,+43
MAR19,8.75,P,0.13,0.13,0.10,0.13,+0.05,48,482,856,+149
MAR19,9.00,P,0.15,0.25,0.15,0.25,+0.09,50,32,552,-15
MAR19,9.25,P,0.00,0.00,0.00,0.40,+0.11,48,0,436,0
MAR19,9.50,P,0.00,0.00,0.00,0.59,+0.11,47,0,139,0
MAR19,9.75,P,0.00,0.00,0.00,0.81,+0.13,47,0,217,0
MAR19,10.00,P,0.00,0.00,0.00,1.05,+0.14,50,0,29,0
MAR19,10.50,P,0.00,0.00,0.00,1.54,+0.14,0,0,0,0
MAR19,11.00,P,0.00,0.00,0.00,2.04,+0.14,0,0,0,0
MAR19,11.50,P,0.00,0.00,0.00,2.54,+0.14,0,0,0,0
MAR19,12.00,P,0.00,0.00,0.00,3.04,+0.14,0,0,0,0
MAR19,12.50,P,0.00,0.00,0.00,3.54,+0.14,0,0,33,0
MAR19,13.00,P,0.00,0.00,0.00,4.04,+0.14,0,0,0,0
MAR19,13.50,P,0.00,0.00,0.00,4.54,+0.14,0,0,0,0
MAR19,14.00,P,0.00,0.00,0.00,5.04,+0.14,0,0,0,0
MAR19,14.50,P,0.00,0.00,0.00,5.54,+0.14,0,0,0,0
APR19,5.50,P,0.00,0.00,0.00,0.01,0.00,71,0,590,0
APR19,5.75,P,0.00,0.00,0.00,0.01,0.00,65,0,501,0
APR19,6.00,P,0.00,0.00,0.00,0.01,0.00,60,0,262,0
APR19,6.25,P,0.00,0.00,0.00,0.01,0.00,55,0,133,0
APR19,6.50,P,0.00,0.00,0.00,0.01,0.00,49,0,81,0
APR19,6.75,P,0.00,0.00,0.00,0.01,0.00,44,0,200,0
APR19,7.00,P,0.00,0.00,0.00,0.01,0.00,39,0,45,0
APR19,7.25,P,0.00,0.00,0.00,0.01,0.00,34,0,85,0
APR19,7.50,P,0.03,0.03,0.02,0.02,+0.01,34,245,395,+245
APR19,7.75,P,0.00,0.00,0.00,0.04,+0.01,34,0,139,0
APR19,8.00,P,0.07,0.07,0.07,0.07,+0.02,33,40,355,+26
APR19,8.25,P,0.12,0.12,0.12,0.12,+0.04,33,1,478,0
APR19,8.50,P,0.18,0.19,0.17,0.19,+0.05,33,195,521,+15
APR19,8.75,P,0.31,0.31,0.28,0.28,+0.06,33,81,395,+53
APR19,9.00,P,0.36,0.42,0.36,0.39,+0.07,32,65,301,+5
APR19,9.25,P,0.53,0.53,0.53,0.56,+0.11,34,30,154,-29
APR19,9.50,P,0.00,0.00,0.00,0.71,+0.10,32,0,57,0
APR19,9.75,P,0.00,0.00,0.00,0.90,+0.12,32,0,55,0
APR19,10.00,P,0.00,0.00,0.00,1.11,+0.13,33,0,30,0
APR19,10.50,P,0.00,0.00,0.00,1.56,+0.13,32,0,30,0
APR19,11.00,P,0.00,0.00,0.00,2.04,+0.13,0,0,0,0
APR19,11.50,P,0.00,0.00,0.00,2.54,+0.14,0,0,0,0
APR19,12.00,P,0.00,0.00,0.00,3.04,+0.14,0,0,0,0
APR19,12.50,P,0.00,0.00,0.00,3.54,+0.14,0,0,0,0
APR19,13.00,P,0.00,0.00,0.00,4.04,+0.14,0,0,0,0
APR19,13.50,P,0.00,0.00,0.00,4.54,+0.14,0,0,0,0
APR19,14.00,P,0.00,0.00,0.00,5.04,+0.14,0,0,0,0
APR19,14.50,P,0.00,0.00,0.00,5.54,+0.14,0,0,0,0
MAY19,5.75,P,0.00,0.00,0.00,0.01,0.00,49,0,135,0
